observation_id,date,region,soil_type,crop_type,avg_temperature_c,avg_humidity_pct,rainfall_mm,primary_pest_type,pest_severity_score,pest_count_per_plot,treatment_recommended
OBS-02466,2022-06-27,West_Region,Clay,Cotton,37.8,73.5,12.8,Armyworms,High,8,1
OBS-02467,2022-05-03,North_Region,Sandy,Soybean,29.8,66.1,48.4,Armyworms,Low,3,0
OBS-02468,2022-08-15,West_Region,Silt,Soybean,30.1,36.4,34.9,Beetles,Low,2,0
OBS-02469,2022-03-30,North_Region,Loam,Wheat,32.5,30.7,43.7,Whiteflies,Low,3,0
OBS-02470,2022-12-11,North_Region,Silt,Soybean,14.2,39.2,49.8,Whiteflies,Low,1,0
OBS-02471,2023-05-08,West_Region,Sandy,Soybean,22.0,53.1,8.3,Whiteflies,Low,0,0
OBS-02472,2022-01-08,South_Region,Sandy,Corn,26.7,91.8,44.8,Aphids,Medium,5,1
OBS-02473,2022-02-21,West_Region,Loam,Tomato,16.2,63.4,32.9,Blight_Spores,Medium,4,1
OBS-02474,2022-06-14,South_Region,Loam,Barley,39.0,49.0,34.1,Beetles,Low,2,0
OBS-02475,2023-08-21,Central_Valley,Sandy,Corn,19.1,90.6,16.5,Armyworms,Low,1,0
OBS-02476,2022-04-17,South_Region,Loam,Rice,21.2,44.2,40.5,Armyworms,Low,0,0
OBS-02477,2022-07-25,Central_Valley,Silt,Rice,31.1,30.5,30.7,Aphids,Low,2,0
OBS-02478,2023-09-16,South_Region,Sandy,Corn,25.1,39.7,33.6,Beetles,Medium,4,1
OBS-02479,2022-09-03,South_Region,Sandy,Rice,25.8,62.0,23.1,Whiteflies,Low,1,0
OBS-02480,2022-09-07,East_Region,Silt,Wheat,16.3,74.4,43.9,Armyworms,Low,0,0
OBS-02481,2023-06-09,East_Region,Clay,Cotton,37.0,82.2,35.5,Aphids,Medium,4,1
OBS-02482,2023-03-24,South_Region,Silt,Corn,22.2,82.3,24.6,Armyworms,Low,2,0
OBS-02483,2023-03-03,Central_Valley,Silt,Tomato,33.1,78.0,32.7,Aphids,Medium,4,1
OBS-02484,2022-08-22,West_Region,Silt,Tomato,34.5,62.6,13.1,Armyworms,Medium,4,1
OBS-02485,2022-07-21,East_Region,Clay,Tomato,29.2,52.0,29.3,Whiteflies,Low,1,0
OBS-02486,2022-03-19,West_Region,Silt,Corn,29.1,65.6,2.3,Beetles,Low,0,0
OBS-02487,2022-08-31,East_Region,Clay,Rice,32.8,93.3,23.0,Armyworms,Medium,4,1
OBS-02488,2023-07-19,West_Region,Loam,Cotton,15.4,77.9,3.0,Armyworms,Medium,4,1
OBS-02489,2023-11-13,South_Region,Silt,Cotton,14.3,69.0,14.6,Beetles,Low,2,0
OBS-02490,2023-02-13,North_Region,Silt,Corn,35.9,44.8,19.0,Whiteflies,Low,1,0
OBS-02491,2022-01-16,Central_Valley,Sandy,Soybean,36.5,56.1,11.7,Whiteflies,Low,0,0
OBS-02492,2022-03-12,East_Region,Silt,Cotton,22.5,73.7,27.7,Aphids,High,7,1
OBS-02493,2022-10-10,Central_Valley,Loam,Corn,21.6,59.6,45.8,Aphids,Low,1,0
OBS-02494,2023-10-15,Central_Valley,Loam,Tomato,10.8,69.6,29.7,Blight_Spores,Low,2,0
OBS-02495,2023-03-14,East_Region,Sandy,Rice,33.1,73.6,32.3,Beetles,Low,3,0
OBS-02496,2023-09-04,West_Region,Loam,Tomato,38.7,40.8,8.9,Whiteflies,High,7,1
OBS-02497,2023-04-04,Central_Valley,Clay,Rice,30.9,36.9,10.6,Whiteflies,Low,3,0
OBS-02498,2023-07-29,North_Region,Silt,Soybean,12.3,49.4,4.9,Whiteflies,Low,0,0
OBS-02499,2023-09-12,South_Region,Loam,Rice,37.4,59.2,30.5,Armyworms,Low,3,0
OBS-02500,2022-06-19,West_Region,Loam,Wheat,13.3,68.7,29.7,Blight_Spores,Low,0,0
OBS-02501,2022-03-15,West_Region,Clay,Corn,28.2,30.2,39.2,Blight_Spores,Low,2,0
OBS-02502,2022-02-22,North_Region,Sandy,Corn,25.0,72.7,13.5,Aphids,Medium,4,1
OBS-02503,2023-05-09,Central_Valley,Clay,Corn,32.9,56.7,20.2,Blight_Spores,Low,2,0
OBS-02504,2023-01-30,West_Region,Clay,Soybean,27.4,90.4,39.1,Armyworms,Low,0,0
OBS-02505,2022-02-12,East_Region,Clay,Corn,22.4,60.3,11.7,Beetles,Low,3,0
OBS-02506,2022-11-07,West_Region,Clay,Tomato,36.6,88.7,15.9,Whiteflies,High,9,1
OBS-02507,2022-08-21,West_Region,Silt,Barley,23.2,73.0,5.1,Beetles,Medium,6,1
OBS-02508,2023-05-06,West_Region,Silt,Tomato,23.7,51.3,10.4,Whiteflies,Low,3,0
OBS-02509,2023-01-09,South_Region,Loam,Barley,17.8,40.7,32.1,Armyworms,Low,0,0
OBS-02510,2023-01-14,North_Region,Clay,Rice,34.5,43.9,40.3,Whiteflies,Low,1,0
OBS-02511,2023-11-27,South_Region,Loam,Rice,11.8,76.1,13.4,Armyworms,Low,3,0
OBS-02512,2022-04-30,West_Region,Silt,Corn,13.2,87.7,35.7,Blight_Spores,Medium,5,1
OBS-02513,2022-11-26,North_Region,Clay,Barley,33.3,33.1,16.6,Blight_Spores,Low,3,0
OBS-02514,2023-02-12,East_Region,Clay,Rice,35.5,94.8,37.9,Aphids,Low,2,0
OBS-02515,2022-11-13,North_Region,Silt,Soybean,24.3,41.7,30.8,Armyworms,Low,0,0
OBS-02516,2022-01-14,South_Region,Clay,Rice,39.5,38.8,12.2,Beetles,Medium,4,1
OBS-02517,2022-05-08,Central_Valley,Loam,Tomato,12.0,80.3,41.0,Whiteflies,Medium,6,1
OBS-02518,2023-05-26,Central_Valley,Clay,Rice,17.5,46.5,21.1,Aphids,Low,1,0
OBS-02519,2022-11-11,South_Region,Sandy,Wheat,12.1,31.9,18.0,Armyworms,Low,3,0
OBS-02520,2022-12-06,East_Region,Loam,Cotton,25.2,49.0,2.7,Armyworms,Low,2,0
OBS-02521,2022-08-05,North_Region,Silt,Rice,18.9,48.4,27.4,Whiteflies,Low,1,0
OBS-02522,2023-06-27,West_Region,Sandy,Tomato,20.9,46.6,22.6,Armyworms,Low,1,0
OBS-02523,2022-11-13,South_Region,Clay,Tomato,26.3,34.7,6.4,Armyworms,Medium,5,1
OBS-02524,2022-08-10,South_Region,Loam,Rice,26.3,93.5,22.5,Blight_Spores,Low,3,0
OBS-02525,2023-10-16,West_Region,Silt,Barley,24.8,57.0,33.8,Blight_Spores,Low,0,0
OBS-02526,2023-04-18,Central_Valley,Loam,Tomato,22.6,33.2,38.4,Beetles,Low,1,0
OBS-02527,2022-09-18,East_Region,Silt,Soybean,10.9,37.9,38.7,Blight_Spores,Low,1,0
OBS-02528,2022-05-13,Central_Valley,Sandy,Soybean,19.4,50.1,2.2,Aphids,Low,0,0
OBS-02529,2023-02-13,South_Region,Sandy,Barley,36.2,66.8,38.2,Aphids,Low,1,0
OBS-02530,2022-11-20,Central_Valley,Clay,Soybean,32.0,49.8,29.0,Aphids,Low,1,0
OBS-02531,2023-11-01,South_Region,Silt,Barley,13.1,73.4,45.4,Whiteflies,Low,3,0
OBS-02532,2022-03-14,West_Region,Silt,Cotton,33.3,84.1,35.9,Armyworms,Medium,4,1
OBS-02533,2022-04-17,West_Region,Silt,Tomato,35.9,68.5,25.3,Blight_Spores,Medium,5,1
OBS-02534,2022-12-07,West_Region,Clay,Rice,10.7,43.0,44.2,Armyworms,Low,0,0
OBS-02535,2023-08-10,Central_Valley,Loam,Wheat,10.7,80.4,6.1,Armyworms,Medium,4,1
OBS-02536,2023-05-21,Central_Valley,Silt,Rice,20.7,85.2,22.3,Blight_Spores,Medium,4,1
OBS-02537,2023-03-08,North_Region,Clay,Soybean,28.7,86.3,16.0,Beetles,Low,0,0
OBS-02538,2023-11-14,Central_Valley,Loam,Tomato,34.0,65.1,42.8,Aphids,Medium,4,1
OBS-02539,2023-06-20,South_Region,Loam,Tomato,28.1,61.9,15.3,Blight_Spores,High,7,1
OBS-02540,2023-09-06,South_Region,Sandy,Soybean,12.3,40.9,24.0,Beetles,Low,0,0
OBS-02541,2022-05-22,South_Region,Sandy,Corn,33.1,87.8,8.3,Aphids,Low,1,0
OBS-02542,2022-10-17,East_Region,Silt,Tomato,24.4,89.7,4.6,Blight_Spores,Low,2,0
OBS-02543,2022-04-01,South_Region,Loam,Cotton,15.1,59.6,29.8,Aphids,Low,2,0
OBS-02544,2022-12-19,South_Region,Silt,Wheat,29.7,37.5,38.0,Armyworms,Low,1,0
OBS-02545,2022-07-14,East_Region,Loam,Tomato,20.9,47.6,32.2,Armyworms,Low,1,0
OBS-02546,2022-08-09,North_Region,Sandy,Rice,33.0,60.0,33.6,Blight_Spores,Low,1,0
OBS-02547,2023-08-22,North_Region,Silt,Tomato,34.4,73.3,8.7,Blight_Spores,Medium,6,1
OBS-02548,2022-07-23,East_Region,Clay,Rice,38.9,63.5,6.8,Blight_Spores,Low,1,0
OBS-02549,2023-07-20,West_Region,Silt,Soybean,18.8,60.7,1.3,Whiteflies,Low,1,0
OBS-02550,2023-06-29,Central_Valley,Sandy,Soybean,32.8,78.1,21.7,Whiteflies,Low,3,0
OBS-02551,2023-05-07,Central_Valley,Sandy,Tomato,10.1,85.8,46.3,Beetles,High,7,1
OBS-02552,2023-02-25,West_Region,Loam,Rice,25.5,88.1,25.8,Aphids,Medium,5,1
OBS-02553,2022-03-05,West_Region,Sandy,Cotton,34.2,43.9,23.4,Blight_Spores,Low,2,0
OBS-02554,2023-01-17,West_Region,Loam,Rice,39.4,51.6,22.5,Aphids,Low,1,0
OBS-02555,2023-04-23,North_Region,Sandy,Wheat,34.9,72.7,24.3,Whiteflies,High,9,1
OBS-02556,2022-04-05,South_Region,Loam,Corn,28.5,75.2,18.0,Whiteflies,Low,2,0
OBS-02557,2023-09-29,East_Region,Clay,Barley,34.0,80.2,47.6,Whiteflies,Low,2,0
OBS-02558,2022-10-03,South_Region,Silt,Cotton,33.7,67.4,16.7,Armyworms,High,7,1
OBS-02559,2022-09-11,Central_Valley,Loam,Corn,17.4,77.2,19.8,Aphids,Medium,5,1
OBS-02560,2022-06-07,North_Region,Silt,Barley,28.8,50.0,40.1,Armyworms,Low,3,0
OBS-02561,2023-11-22,West_Region,Clay,Tomato,11.7,87.9,6.7,Armyworms,Low,1,0
OBS-02562,2022-12-09,North_Region,Clay,Wheat,31.1,34.2,23.8,Beetles,Medium,4,1
OBS-02563,2023-10-22,South_Region,Silt,Tomato,20.2,73.4,37.4,Aphids,Medium,5,1
OBS-02564,2022-01-17,North_Region,Sandy,Corn,22.2,45.5,21.6,Aphids,Low,1,0
OBS-02565,2022-01-26,East_Region,Silt,Rice,23.4,91.4,18.5,Armyworms,Medium,4,1
OBS-02566,2023-07-28,Central_Valley,Silt,Soybean,29.0,41.6,9.4,Aphids,Low,1,0
OBS-02567,2023-05-03,East_Region,Sandy,Barley,28.1,53.0,28.7,Armyworms,Medium,4,1
OBS-02568,2023-03-22,South_Region,Sandy,Soybean,12.9,51.3,17.7,Armyworms,Low,1,0
OBS-02569,2022-12-26,Central_Valley,Sandy,Wheat,27.9,43.4,11.2,Whiteflies,Low,1,0
OBS-02570,2023-07-07,South_Region,Silt,Rice,26.0,33.0,45.5,Whiteflies,Low,0,0
OBS-02571,2022-04-02,Central_Valley,Sandy,Wheat,25.0,38.0,3.6,Whiteflies,Low,0,0
OBS-02572,2023-10-13,North_Region,Loam,Corn,10.5,48.1,37.6,Blight_Spores,Low,1,0
OBS-02573,2022-11-14,West_Region,Silt,Corn,37.2,36.7,41.9,Blight_Spores,Low,2,0
OBS-02574,2023-07-07,Central_Valley,Sandy,Wheat,36.8,30.1,34.2,Aphids,Medium,5,1
OBS-02575,2023-02-18,South_Region,Loam,Soybean,25.5,73.8,0.7,Whiteflies,Low,2,0
OBS-02576,2023-07-06,Central_Valley,Sandy,Rice,21.7,72.3,13.4,Whiteflies,Low,1,0
OBS-02577,2022-01-06,North_Region,Silt,Corn,38.0,81.1,25.7,Whiteflies,Medium,6,1
OBS-02578,2023-09-01,West_Region,Sandy,Corn,27.7,43.3,43.6,Armyworms,Medium,4,1
OBS-02579,2023-07-25,North_Region,Clay,Soybean,15.1,43.8,12.2,Aphids,Low,1,0
OBS-02580,2023-04-16,Central_Valley,Silt,Wheat,31.1,70.7,33.4,Aphids,Low,2,0
OBS-02581,2022-01-19,East_Region,Sandy,Rice,12.1,67.8,38.3,Blight_Spores,Low,1,0
OBS-02582,2023-05-16,West_Region,Silt,Wheat,24.1,49.6,28.9,Whiteflies,Low,0,0
OBS-02583,2022-12-10,North_Region,Clay,Cotton,23.8,62.0,39.1,Beetles,Medium,4,1
OBS-02584,2022-07-19,West_Region,Loam,Corn,14.9,58.1,43.7,Beetles,Low,1,0
OBS-02585,2023-10-03,East_Region,Silt,Tomato,16.6,73.4,10.7,Armyworms,Low,3,0
OBS-02586,2022-02-02,North_Region,Clay,Tomato,35.0,75.3,43.8,Blight_Spores,High,7,1
OBS-02587,2022-06-02,North_Region,Clay,Soybean,14.0,31.2,47.3,Beetles,Low,2,0
OBS-02588,2022-03-04,South_Region,Silt,Rice,31.4,48.1,47.6,Blight_Spores,Low,1,0
OBS-02589,2022-03-08,East_Region,Clay,Tomato,23.7,47.5,5.6,Blight_Spores,Low,0,0
OBS-02590,2022-10-22,South_Region,Silt,Wheat,29.8,63.4,14.4,Blight_Spores,Low,3,0
OBS-02591,2023-05-11,North_Region,Clay,Cotton,39.4,85.2,16.0,Blight_Spores,Low,2,0
OBS-02592,2022-01-14,South_Region,Silt,Rice,15.7,80.6,36.0,Beetles,Low,1,0
OBS-02593,2022-09-09,South_Region,Loam,Tomato,16.3,89.8,1.9,Whiteflies,Low,1,0
OBS-02594,2022-06-28,East_Region,Silt,Wheat,14.3,34.6,8.6,Aphids,Low,3,0
OBS-02595,2023-09-09,West_Region,Loam,Corn,19.0,42.4,1.3,Whiteflies,Low,3,0
OBS-02596,2023-08-18,North_Region,Loam,Corn,19.1,71.4,27.0,Aphids,Medium,5,1
OBS-02597,2022-11-14,Central_Valley,Sandy,Rice,28.9,45.2,23.7,Whiteflies,Low,2,0
OBS-02598,2022-02-06,South_Region,Loam,Wheat,36.4,92.6,44.7,Aphids,Low,3,0
OBS-02599,2023-10-29,Central_Valley,Silt,Soybean,32.1,32.2,31.1,Blight_Spores,Low,3,0
OBS-02600,2022-07-01,North_Region,Clay,Soybean,33.0,57.8,23.7,Whiteflies,Low,2,0
OBS-02601,2023-03-22,West_Region,Loam,Rice,11.2,74.6,3.9,Whiteflies,Low,2,0
OBS-02602,2022-11-09,West_Region,Sandy,Wheat,24.1,84.8,34.0,Beetles,Low,3,0
OBS-02603,2023-10-24,South_Region,Silt,Soybean,21.0,39.8,27.7,Beetles,Low,0,0
OBS-02604,2022-04-29,South_Region,Loam,Rice,38.8,93.7,12.1,Whiteflies,High,12,1
OBS-02605,2022-06-08,Central_Valley,Silt,Corn,24.5,33.1,1.3,Aphids,Low,3,0
OBS-02606,2022-06-13,North_Region,Silt,Tomato,20.3,47.1,49.5,Whiteflies,Low,2,0
OBS-02607,2023-05-22,West_Region,Silt,Wheat,23.3,88.0,42.4,Whiteflies,Low,1,0
OBS-02608,2022-06-28,Central_Valley,Sandy,Cotton,24.2,59.9,28.8,Beetles,Low,2,0
OBS-02609,2023-08-30,North_Region,Clay,Corn,20.7,42.4,43.9,Blight_Spores,Low,1,0
OBS-02610,2022-07-07,Central_Valley,Clay,Wheat,35.7,74.0,24.8,Whiteflies,Medium,4,1
OBS-02611,2023-07-28,North_Region,Loam,Cotton,20.3,30.9,3.7,Blight_Spores,Low,0,0
OBS-02612,2022-04-30,North_Region,Sandy,Corn,17.0,94.9,35.4,Aphids,Low,0,0
OBS-02613,2023-11-23,East_Region,Clay,Wheat,36.0,70.3,40.0,Whiteflies,Low,3,0
OBS-02614,2023-10-07,South_Region,Loam,Barley,39.6,42.6,9.7,Aphids,Medium,6,1
OBS-02615,2022-09-30,Central_Valley,Silt,Tomato,28.8,90.2,5.6,Aphids,Medium,5,1
OBS-02616,2022-01-07,East_Region,Silt,Corn,33.6,71.0,34.2,Beetles,Medium,6,1
OBS-02617,2023-11-09,West_Region,Clay,Wheat,17.9,62.7,40.2,Whiteflies,Low,0,0
OBS-02618,2023-06-01,West_Region,Silt,Cotton,21.5,40.7,22.6,Blight_Spores,Low,2,0
OBS-02619,2023-07-05,West_Region,Clay,Soybean,14.1,76.4,34.8,Beetles,Low,2,0
OBS-02620,2022-08-25,Central_Valley,Sandy,Wheat,14.6,56.2,14.3,Blight_Spores,Low,1,0
OBS-02621,2022-03-03,South_Region,Silt,Tomato,15.4,52.4,7.9,Beetles,Medium,5,1
OBS-02622,2022-11-20,West_Region,Silt,Tomato,16.4,78.6,16.5,Blight_Spores,Low,1,0
OBS-02623,2022-09-11,South_Region,Sandy,Soybean,38.5,73.3,1.1,Whiteflies,Low,2,0
OBS-02624,2022-11-29,East_Region,Sandy,Rice,27.9,55.8,39.8,Beetles,Medium,5,1
OBS-02625,2022-11-11,Central_Valley,Clay,Barley,32.2,31.9,19.0,Blight_Spores,Low,1,0
OBS-02626,2023-09-19,South_Region,Clay,Rice,38.3,80.4,7.0,Whiteflies,Low,2,0
OBS-02627,2022-08-18,West_Region,Loam,Wheat,24.0,81.4,17.1,Aphids,Low,3,0
OBS-02628,2023-09-17,North_Region,Sandy,Rice,28.2,61.9,33.2,Armyworms,Low,3,0
OBS-02629,2022-05-09,East_Region,Sandy,Rice,25.4,30.8,45.0,Blight_Spores,Low,2,0
OBS-02630,2022-06-15,East_Region,Clay,Tomato,34.0,92.2,4.1,Blight_Spores,High,9,1
OBS-02631,2022-09-29,Central_Valley,Loam,Cotton,19.6,42.7,20.3,Blight_Spores,Low,0,0
OBS-02632,2022-10-15,North_Region,Silt,Barley,30.4,94.8,14.3,Aphids,Low,2,0
OBS-02633,2022-08-29,West_Region,Clay,Barley,17.6,53.3,45.9,Beetles,Low,0,0
OBS-02634,2023-08-14,South_Region,Clay,Cotton,14.7,78.8,3.6,Aphids,Low,0,0
OBS-02635,2023-03-30,North_Region,Loam,Wheat,31.9,76.6,34.5,Beetles,Medium,5,1
OBS-02636,2023-10-15,West_Region,Loam,Cotton,33.1,75.0,35.5,Beetles,High,8,1
OBS-02637,2023-05-06,Central_Valley,Sandy,Tomato,39.1,74.9,27.0,Armyworms,Medium,5,1
OBS-02638,2022-12-13,Central_Valley,Sandy,Cotton,27.2,67.4,21.9,Beetles,Medium,4,1
OBS-02639,2023-02-16,North_Region,Sandy,Soybean,11.3,89.6,24.2,Blight_Spores,Low,3,0
OBS-02640,2023-09-21,West_Region,Loam,Rice,28.5,82.5,7.3,Armyworms,Low,2,0
OBS-02641,2023-05-15,South_Region,Clay,Tomato,24.1,56.6,37.1,Aphids,Medium,4,1
OBS-02642,2022-06-15,South_Region,Loam,Soybean,38.5,38.2,28.7,Blight_Spores,Low,2,0
OBS-02643,2023-01-19,South_Region,Sandy,Barley,25.6,88.8,2.2,Blight_Spores,Low,1,0
OBS-02644,2022-11-10,Central_Valley,Clay,Tomato,33.7,37.5,13.0,Aphids,Low,3,0
OBS-02645,2023-05-03,Central_Valley,Clay,Soybean,19.5,42.6,29.9,Beetles,Low,1,0
OBS-02646,2023-05-11,Central_Valley,Clay,Wheat,29.4,82.5,44.0,Aphids,Low,3,0
OBS-02647,2022-07-18,West_Region,Sandy,Wheat,24.2,77.8,20.6,Armyworms,Low,2,0
OBS-02648,2022-06-19,South_Region,Sandy,Wheat,30.1,94.0,0.2,Aphids,Low,2,0
OBS-02649,2022-08-03,North_Region,Loam,Barley,33.3,57.8,1.9,Aphids,Medium,4,1
OBS-02650,2023-04-20,South_Region,Sandy,Barley,34.6,51.9,18.5,Blight_Spores,Low,3,0
OBS-02651,2022-04-14,West_Region,Sandy,Corn,21.2,36.9,28.9,Armyworms,Low,1,0
OBS-02652,2023-06-25,South_Region,Clay,Soybean,30.2,60.1,4.0,Whiteflies,Low,1,0
OBS-02653,2022-09-29,Central_Valley,Clay,Corn,33.5,31.4,30.8,Armyworms,Medium,5,1
OBS-02654,2022-08-20,West_Region,Clay,Rice,27.4,66.6,24.9,Beetles,Low,2,0
OBS-02655,2023-02-12,Central_Valley,Clay,Wheat,32.2,70.7,8.9,Beetles,Medium,4,1
OBS-02656,2022-07-22,Central_Valley,Loam,Tomato,17.4,41.9,3.1,Beetles,Low,0,0
OBS-02657,2022-02-19,North_Region,Loam,Barley,19.0,69.5,18.3,Aphids,Low,0,0
OBS-02658,2023-07-10,Central_Valley,Clay,Cotton,11.9,53.3,36.7,Blight_Spores,Low,2,0
OBS-02659,2022-01-27,North_Region,Silt,Wheat,14.4,65.9,2.8,Whiteflies,Low,0,0
OBS-02660,2023-05-09,South_Region,Clay,Cotton,30.5,56.4,7.8,Whiteflies,Low,3,0
OBS-02661,2023-06-05,Central_Valley,Loam,Wheat,31.6,65.7,49.8,Blight_Spores,Low,3,0
OBS-02662,2023-08-01,West_Region,Silt,Rice,26.8,47.4,4.2,Aphids,Low,0,0
OBS-02663,2023-01-30,East_Region,Loam,Soybean,37.4,54.7,17.8,Beetles,Low,0,0
OBS-02664,2022-02-26,South_Region,Sandy,Soybean,17.6,39.3,0.6,Aphids,Low,2,0
OBS-02665,2022-07-07,North_Region,Loam,Tomato,27.9,44.9,33.2,Blight_Spores,High,7,1
OBS-02666,2022-12-08,West_Region,Loam,Rice,28.1,51.7,32.3,Beetles,Low,3,0
OBS-02667,2022-07-22,West_Region,Sandy,Wheat,39.0,72.9,37.9,Beetles,High,8,1
OBS-02668,2023-04-09,South_Region,Clay,Soybean,24.4,82.8,13.7,Blight_Spores,Low,2,0
OBS-02669,2022-04-26,Central_Valley,Clay,Soybean,27.2,86.8,24.7,Armyworms,Low,0,0
OBS-02670,2023-08-17,North_Region,Loam,Cotton,27.7,59.8,10.4,Blight_Spores,Low,2,0
OBS-02671,2022-12-02,South_Region,Clay,Cotton,39.8,83.5,23.0,Armyworms,High,11,1
OBS-02672,2022-11-07,North_Region,Loam,Tomato,24.0,71.6,14.4,Beetles,Medium,5,1
OBS-02673,2023-05-03,West_Region,Loam,Soybean,32.0,87.0,44.1,Aphids,Low,2,0
OBS-02674,2023-05-15,North_Region,Silt,Tomato,37.9,44.2,13.6,Aphids,Medium,6,1
OBS-02675,2022-06-20,West_Region,Silt,Cotton,24.8,55.5,30.7,Beetles,Low,2,0
OBS-02676,2023-10-16,Central_Valley,Silt,Rice,36.9,71.5,31.7,Armyworms,Low,3,0
OBS-02677,2022-10-02,South_Region,Clay,Wheat,18.4,55.5,1.9,Aphids,Low,0,0
OBS-02678,2023-02-21,West_Region,Sandy,Barley,18.7,65.3,13.5,Blight_Spores,Low,1,0
OBS-02679,2022-01-19,East_Region,Clay,Wheat,10.8,41.3,38.9,Whiteflies,Low,0,0
OBS-02680,2022-03-28,North_Region,Loam,Cotton,10.6,91.1,7.4,Beetles,Low,1,0
OBS-02681,2023-07-20,West_Region,Sandy,Soybean,25.5,49.9,3.2,Beetles,Low,1,0
OBS-02682,2023-01-15,Central_Valley,Clay,Corn,12.0,32.1,24.8,Armyworms,Low,1,0
OBS-02683,2022-05-11,West_Region,Loam,Cotton,24.8,82.3,30.2,Whiteflies,Low,2,0
OBS-02684,2022-01-20,South_Region,Silt,Corn,28.2,71.4,0.5,Beetles,Medium,4,1
OBS-02685,2023-06-20,South_Region,Silt,Corn,25.0,52.2,21.1,Blight_Spores,Low,0,0
OBS-02686,2023-11-18,East_Region,Loam,Barley,25.1,40.3,34.4,Aphids,Low,0,0
OBS-02687,2023-10-03,North_Region,Clay,Soybean,30.4,79.1,38.5,Beetles,Low,3,0
OBS-02688,2022-08-10,West_Region,Silt,Cotton,10.2,56.9,23.6,Beetles,Low,1,0
OBS-02689,2022-08-12,East_Region,Sandy,Wheat,34.8,43.1,46.2,Aphids,Medium,6,1
OBS-02690,2023-04-12,South_Region,Silt,Barley,17.1,86.8,8.8,Armyworms,Medium,4,1
OBS-02691,2023-10-06,North_Region,Sandy,Corn,19.6,83.3,22.0,Blight_Spores,Low,2,0
OBS-02692,2023-01-20,South_Region,Sandy,Rice,38.2,78.0,6.6,Beetles,Medium,5,1
OBS-02693,2022-05-10,East_Region,Loam,Corn,33.7,83.6,49.8,Blight_Spores,Medium,4,1
OBS-02694,2023-04-22,West_Region,Silt,Wheat,15.3,62.8,5.4,Blight_Spores,Low,3,0
OBS-02695,2023-03-19,North_Region,Silt,Rice,29.7,61.9,0.6,Beetles,Medium,6,1
OBS-02696,2022-05-12,Central_Valley,Clay,Barley,34.6,31.1,3.3,Blight_Spores,Low,3,0
OBS-02697,2022-12-03,East_Region,Clay,Cotton,30.8,74.5,23.3,Beetles,High,8,1
OBS-02698,2023-09-07,East_Region,Sandy,Rice,38.5,69.7,5.2,Aphids,High,7,1
OBS-02699,2022-12-12,East_Region,Loam,Rice,27.2,37.3,37.2,Armyworms,Low,0,0
OBS-02700,2022-04-20,East_Region,Clay,Wheat,16.1,34.2,14.8,Armyworms,Low,2,0
OBS-02701,2023-04-11,South_Region,Silt,Soybean,19.9,87.0,18.0,Armyworms,Low,1,0
OBS-02702,2022-01-05,Central_Valley,Silt,Soybean,21.2,63.7,33.1,Blight_Spores,Low,1,0
OBS-02703,2022-05-07,East_Region,Silt,Rice,19.3,70.9,45.6,Blight_Spores,Low,3,0
OBS-02704,2022-06-29,Central_Valley,Clay,Soybean,16.5,35.8,0.0,Blight_Spores,Low,1,0
OBS-02705,2022-07-26,West_Region,Sandy,Cotton,21.2,68.6,26.1,Blight_Spores,Low,0,0
OBS-02706,2022-01-18,South_Region,Silt,Barley,19.2,88.5,23.9,Aphids,Medium,4,1
OBS-02707,2022-04-02,Central_Valley,Clay,Corn,18.3,80.2,44.4,Blight_Spores,Low,2,0
OBS-02708,2022-10-26,East_Region,Silt,Tomato,37.4,66.5,43.1,Aphids,Medium,4,1
OBS-02709,2023-04-04,South_Region,Clay,Corn,22.8,77.2,8.6,Aphids,Low,2,0
OBS-02710,2023-09-21,West_Region,Silt,Tomato,34.4,86.6,15.9,Whiteflies,Medium,4,1
OBS-02711,2023-10-30,East_Region,Clay,Corn,33.8,70.9,7.6,Armyworms,High,10,1
OBS-02712,2023-11-08,North_Region,Loam,Barley,10.3,46.0,34.2,Beetles,Low,0,0
OBS-02713,2022-08-13,West_Region,Silt,Cotton,13.0,75.5,9.4,Armyworms,Low,3,0
OBS-02714,2022-10-25,North_Region,Clay,Tomato,19.4,77.9,43.2,Whiteflies,Medium,4,1
OBS-02715,2022-12-06,South_Region,Clay,Wheat,21.6,66.8,11.5,Whiteflies,Low,0,0
OBS-02716,2022-01-04,South_Region,Silt,Corn,14.2,33.0,31.5,Blight_Spores,Low,1,0
OBS-02717,2023-02-07,North_Region,Sandy,Soybean,19.5,69.8,49.1,Blight_Spores,Low,0,0
OBS-02718,2023-09-30,East_Region,Clay,Soybean,35.9,75.0,2.6,Armyworms,Medium,4,1
OBS-02719,2023-10-02,North_Region,Silt,Wheat,22.9,75.5,46.8,Beetles,Low,0,0
OBS-02720,2023-01-05,West_Region,Loam,Cotton,30.3,30.2,37.9,Whiteflies,Medium,4,1
OBS-02721,2023-05-17,North_Region,Silt,Wheat,33.6,51.0,40.1,Blight_Spores,High,7,1
OBS-02722,2023-11-04,West_Region,Silt,Rice,34.5,73.2,46.2,Whiteflies,Medium,6,1
OBS-02723,2022-12-25,East_Region,Clay,Corn,33.2,36.1,35.6,Whiteflies,Medium,4,1
OBS-02724,2022-03-28,Central_Valley,Loam,Corn,12.2,94.5,2.6,Aphids,Medium,6,1
